dataset,expID,subjID,session,gender,age,edu,faEdu,moEdu,faOccu,moOccu,famIncome,subjSES,justsens_1,justsens_2,justsens_3,justsens_4,justsens_5,justsens_6,justsens_7,justsens_8,Intuitest_1,Intuitest_2,Intuitest_3,IRI_cn_1,IRI_cn_2,IRI_cn_3,IRI_cn_4,IRI_cn_5,IRI_cn_6,IRI_cn_7,IRI_cn_8,IRI_cn_9,IRI_cn_10,IRI_cn_11,IRI_cn_12,IRI_cn_13,IRI_cn_14,Relat_SE_1,Relat_SE_2,Relat_SE_3,Relat_SE_4,Relat_SE_5,Relat_SE_6,Relat_SE_7,Relat_SE_8,disgust_1,disgust_2,disgust_3,disgust_4,disgust_5,disgust_6,disgust_7,disgust_8,disgust_9,disgust_10,disgust_11,disgust_12,disgust_13,disgust_14,disgust_15,disgust_16,disgust_17,disgust_18,disgust_19,disgust_20,disgust_21,disgust_22,disgust_23,disgust_24,disgust_25,disgust_26,disgust_27,disgust_28,disgust_29,disgust_30,BelievJust_1,BelievJust_2,BelievJust_3,BelievJust_4,BelievJust_5,BelievJust_6,BelievJust_7,BelievJust_8,BelievJust_9,BelievJust_10,BelievJust_11,BelievJust_12,BelievJust_13,dist_prac1,dist_prac2,GoodNeut_4,GoodBad_1,SelfNeut_1,SelfSelf,SelfBad_1,SelfStra_1,NeutBad_1,GoodBad_2,SelfGood_1,SelfBad_2,GoodNeut_1,SelfGood_2,NeutBad_2,SelfStra_2,SelfNeut_2,GoodNeut_2,GoodBad_3,GoodBad_4,NeutBad_3,SelfGood_3,SelfStra_3,NeutBad_4,SelfNeut_3,SelfBad_3,SelfBad_4,SelfGood_4,GoodNeut_3,SelfNeut_4,SelfStra_4,BFI_A1,BFI_A2,BFI_A3,BFI_A4,BFI_A5,BFI_A6,BFI_A7,BFI_A8,BFI_A9,BFI_C1,BFI_C2,BFI_C3,BFI_C4,BFI_C5,BFI_C6,BFI_C7,BFI_C8,BFI_C9,BFI_N1,BFI_N2,BFI_N3,BFI_N4,BFI_N5,BFI_N6,BFI_N7,BFI_N8,BFI_O1,BFI_O2,BFI_O3,BFI_O4,BFI_O5,BFI_O6,BFI_O7,BFI_O8,BFI_O9,BFI_O10,BFI_E1,BFI_E2,BFI_E3,BFI_E4,BFI_E5,BFI_E6,BFI_E7,BFI_E8,MLOC1,MLOC2,MLOC3,MLOC4,MLOC5,MLOC6,MLOC7,MLOC8,MLOC9,MLOC10,MLOC11,MLOC12,MLOC13,MLOC14,MLOC15,MLOC16,MLOC17,MLOC18,MLOC19,MLOC20,MLOC21,MLOC22,MLOC23,MLOC24,FD1,SD2,UP3,FW4,FD5,SD6,UP7,FW8,FD9,SD10,UP11,FW12,FD13,SD14,UP15,FW16,FD17,SD18,UP19,UP20,FW21,SD22,FW23,SD24,UP25,FW26,UP27,SES1,SES2,SES3,SES4,SES5,SES6,SES7,SES8,SES9,SES10,morId_16,morSlfImg_1,morSlfImg_2,morSlfImg_3,morSlfImg_4,morSlfImg_5,morSlfImg_6,morSlfImg_7,morSlfImg_8,morSlfImg_9,morId_1,morId_2,morId_3,morId_4,morId_5,morId_6,morId_7,morId_8,morId_9,morId_10,morId_11,morId_12,morId_13,morId_14,morId_15
4,exp4.2,4253,1,2,19,5,3,2,2,2,3000,4,4,3,1,2,2,3,4,5,0.1,100,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,1,4,1,1,4,1,4,2,2,3,2,2,4,2,4,4,3,3,4,4,2,4,4,3,2,4,5,2,5,2,3,2,2,2,5,2,4,4,5,10,65,30,10,27,50,38,15,20,3,27,61,8,42,40,74,29,10,8,5,23,40,27,10,9,11,40,32,15,26,59,4,4,3,3,4,2,2,5,4,4,4,4,5,4,3,4,3,2,5,5,5,4,5,2,2,3,4,4,5,4,4,4,4,5,3,1,4,5,2,3,4,2,4,3,2,3,-3,-3,2,2,-2,-3,3,2,-3,2,1,-3,-1,-3,-2,-2,1,-2,2,-3,2,-2,4,2,4,3,1,1,5,4,4,1,5,5,1,4,5,2,4,5,4,3,3,5,4,5,4,5,3,3,4,2,4,2,3,4,4,2,3,7,6,5,6,8,6,9,9,9,9,7,7,6,6,3,6,6,7,7,7,6,6,7,6,7
4,exp4.2,4254,1,2,19,5,2,2,2,2,10000,6,2,3,2,2,2,4,5,5,0.05,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,1,3,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,4,4,4,3,2,3,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,18,91,11,82,15,5,70,3,22,86,4,74,50,4,57,19,10,52,83,86,39,1,21,44,19,80,89,87,5,10,54,2,3,4,4,3,3,3,2,3,3,3,3,2,3,3,4,3,3,3,3,3,4,3,4,3,4,3,3,4,3,3,2,3,3,2,3,4,3,4,4,4,2,3,4,1,-3,1,1,-3,1,1,-3,1,2,-3,1,-3,-3,-3,1,-3,-3,1,1,2,-3,1,-3,2,4,4,4,2,3,3,2,3,4,3,4,2,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,3,1,3,2,3,3,3,1,1,6,7,6,6,7,7,6,7,7,7,7,7,6,6,4,6,6,6,6,6,6,6,6,6,6
4,exp4.2,4255,1,2,18,5,3,1,1,1,3000,4,2,1,1,1,1,3,5,5,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,2,4,2,3,4,2,3,2,1,2,2,3,2,2,2,1,1,4,4,3,4,1,4,3,1,3,5,5,5,5,5,5,5,5,5,6,4,5,5,40,65,11,60,7,4,74,15,36,28,11,69,8,11,20,13,11,8,8,42,30,20,16,25,10,39,40,11,10,10,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp4.2,4256,1,2,20,5,2,2,2,2,5500,4,1,4,2,2,2,2,4,4,0.1,100,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,3,3,3,2,1,3,2,3,3,3,2,3,3,3,2,3,2,2,2,2,3,4,1,2,2,2,2,2,5,5,4,5,4,5,5,5,5,3,5,6,37,83,18,37,24,13,61,34,32,62,28,67,22,21,32,30,22,22,54,62,32,22,25,30,32,73,68,29,31,26,46,4,4,4,4,3,3,1,3,2,4,4,3,4,3,2,4,4,2,2,3,2,4,4,4,5,3,2,2,4,2,3,3,3,4,3,2,4,2,4,3,3,4,4,4,2,1,-3,-2,-3,1,-2,-3,2,-2,-3,-2,1,-3,-2,-2,-2,1,1,-3,2,2,2,-2,1,2,3,3,2,2,3,4,2,2,4,4,2,2,4,4,3,4,3,3,4,5,4,4,2,4,4,3,3,2,3,3,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp4.2,4257,1,1,21,5,1,1,2,2,3000,4,3,2,1,0,0,0,3,2,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,3,2,2,1,1,2,1,3,3,3,3,4,4,4,3,2,2,3,4,4,4,2,2,4,4,2,4,2,5,5,4,5,4,5,4,5,5,3,4,5,50,80,46,100,48,20,77,65,34,95,30,88,47,74,68,73,30,50,90,100,23,40,90,30,20,80,90,40,67,24,70,4,3,3,4,3,4,2,4,4,3,3,3,4,3,3,4,4,2,3,4,4,3,3,3,3,4,3,4,3,4,3,3,4,3,3,3,3,4,3,4,4,2,4,3,2,-3,-3,-3,-3,-3,-3,1,1,1,-3,-1,-2,-2,-2,-2,-1,-2,1,-2,-3,-2,1,-1,1,3,3,2,2,2,5,3,1,3,2,3,2,4,5,4,4,5,3,3,5,2,4,2,2,4,4,3,3,3,3,2,3,2,3,2,2,6,6,5,4,7,4,5,6,4,6,7,6,6,5,4,6,5,6,6,6,6,6,6,5,7
4,exp4.2,4258,1,2,21,5,2,2,3,3,4000,7,5,3,1,2,4,3,5,4,0.5,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,3,1,3,2,1,2,1,4,4,2,4,1,4,4,3,1,1,3,4,2,2,4,1,2,4,2,2,5,5,5,4,4,5,4,5,5,4,4,4,5,36,78,3,3,3,1,6,18,6,9,3,5,3,10,7,30,4,3,4,4,7,4,41,7,5,7,11,10,3,5,24,4,4,4,2,4,2,4,2,4,4,4,4,4,3,4,5,3,3,5,4,4,4,4,2,2,2,4,5,3,5,4,2,4,5,3,4,4,4,3,4,4,2,4,2,2,-3,-3,-3,-3,1,-3,2,-3,-3,-3,1,1,-1,-2,1,1,1,1,1,2,-3,2,-2,2,5,2,2,2,5,1,4,3,4,4,4,1,5,1,5,1,2,3,4,4,5,5,4,2,4,2,4,4,1,4,4,4,4,4,1,1,3,7,9,6,6,5,6,7,8,8,7,7,6,6,3,6,6,7,3,3,7,7,7,7,3
4,exp4.2,4259,1,1,20,5,1,2,2,2,1500,4,3,3,2,1,2,0,4,3,0.5,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,3,2,2,3,2,1,4,3,1,3,2,3,2,2,3,2,4,1,1,4,2,2,2,4,1,4,4,3,5,4,5,4,4,4,3,5,4,2,2,21,31,36,37,42,38,100,9,72,46,31,62,39,13,82,40,47,24,37,36,71,23,48,41,42,44,64,6,13,26,16,5,3,4,5,4,2,2,3,3,3,3,4,4,4,3,2,3,3,2,2,2,3,4,4,5,5,4,4,3,4,5,2,4,4,3,4,5,3,4,3,4,3,2,5,-3,-3,-3,-3,1,1,1,-3,1,2,-3,1,1,-2,-3,-3,-3,1,1,1,-3,1,1,-2,2,3,2,3,2,1,5,3,2,2,4,4,2,1,5,4,4,4,2,4,4,2,4,5,3,5,5,3,3,1,3,2,2,3,3,1,2,5,5,5,5,8,5,4,5,6,6,5,5,5,6,5,5,6,5,7,5,5,5,5,5,7
4,exp4.2,4260,1,1,20,5,4,5,4,5,1600,5,5,3,2,1,2,1,3,0,0.1,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,3,2,2,1,1,2,4,4,4,3,4,4,1,3,1,2,2,3,3,4,2,2,1,4,1,4,6,3,4,4,2,2,6,2,6,4,1,4,4,66,57,23,82,79,0,42,63,54,69,23,45,7,5,52,29,31,25,63,75,56,4,59,75,28,41,33,4,34,60,59,2,3,5,5,2,4,5,3,5,2,4,2,2,1,5,5,4,5,5,5,5,4,4,4,2,4,5,5,5,5,5,2,5,5,3,2,4,4,4,4,5,2,3,2,3,1,1,-3,-2,1,2,2,3,2,1,2,-3,3,3,3,-2,-2,1,2,2,3,3,1,4,4,4,2,2,5,2,2,4,3,4,4,2,5,3,1,4,2,4,5,3,5,3,4,2,2,4,3,3,2,2,2,4,4,4,2,1,4,6,9,7,6,8,6,9,8,9,7,6,4,4,6,4,6,7,4,7,7,7,7,7,5
4,exp4.2,4261,1,2,20,5,4,1,3,1,3000,2,3,2,3,1,1,1,3,3,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,1,3,2,2,4,2,3,3,3,3,3,3,3,2,1,1,2,4,3,3,3,1,3,4,2,4,2,2,2,3,4,2,2,2,2,5,2,2,2,30,40,25,30,45,25,30,40,35,30,25,30,25,25,30,50,30,25,30,25,30,30,30,35,50,30,30,30,30,30,30,2,3,3,3,3,3,3,3,3,3,3,2,3,3,4,3,2,3,4,3,3,3,4,3,3,3,3,3,4,4,4,4,3,3,4,2,3,3,2,3,3,3,3,3,-3,1,1,-3,-3,1,-3,1,1,-3,1,-3,1,-3,-3,1,-3,-3,-3,-3,1,-3,1,-3,2,2,2,2,2,2,2,3,2,2,4,4,2,2,4,4,4,4,2,4,2,4,4,4,2,4,2,3,3,3,3,3,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp4.2,4262,1,2,19,5,2,1,1,2,1000,2,2,1,0,1,1,4,5,4,0.05,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,1,3,3,2,3,2,1,3,3,3,2,3,3,2,1,1,1,4,4,1,4,3,1,4,4,3,4,5,5,5,5,5,5,5,4,5,5,5,5,5,10,10,9,10,0,1,10,1,10,10,10,10,10,10,10,1,1,10,9,10,10,10,1,10,1,10,10,10,10,1,1,4,3,4,3,4,4,2,2,4,3,2,2,4,3,4,4,4,3,4,4,4,4,4,2,2,4,4,4,2,4,4,2,4,4,2,2,4,3,3,4,4,2,4,3,-3,1,-3,-3,1,-3,-3,1,1,1,-3,1,1,1,-3,1,-3,1,1,1,1,-3,1,-3,2,2,2,3,2,2,2,3,2,2,5,4,2,3,2,5,4,5,2,3,3,3,3,2,2,2,2,4,4,3,4,3,4,4,4,3,3,6,6,7,7,6,5,5,6,6,7,5,5,4,4,3,5,6,6,4,6,6,6,6,6,6
4,exp4.2,4263,1,2,19,5,2,2,2,1,1500,3,3,2,2,3,3,2,5,5,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,4,2,4,2,2,3,2,3,4,3,2,2,3,2,2,1,1,2,4,4,4,1,2,2,3,1,4,6,5,5,6,4,5,6,5,6,6,6,5,5,50,50,12,50,10,50,19,100,9,50,70,16,16,40,0,20,9,10,47,50,12,70,15,10,10,30,20,40,0,10,100,5,5,4,4,4,1,1,3,2,3,3,2,4,2,3,4,4,2,4,5,5,5,3,4,2,4,3,4,3,3,4,1,3,2,3,2,3,3,3,3,4,3,5,5,-1,-2,-2,-1,-3,-3,-3,-3,2,-2,-2,1,2,-2,-3,2,-3,-3,1,-2,2,-1,3,-1,1,1,4,2,1,1,5,5,3,3,3,3,2,2,4,4,5,5,3,5,3,2,5,1,2,2,3,2,4,1,4,2,4,4,4,2,1,6,5,6,5,6,6,4,6,5,6,7,7,3,4,3,4,4,7,6,4,7,7,7,7,6
4,exp4.2,4264,1,1,17,5,2,1,1,1,800,6,3,2,2,1,1,2,5,2,0.5,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,2,2,2,1,3,2,3,3,2,2,2,2,3,2,3,1,2,3,4,4,3,2,4,4,1,3,3,5,4,4,3,5,4,4,5,4,4,3,4,51,91,30,55,9,16,64,66,5,56,18,98,50,29,55,40,5,49,56,54,80,31,47,4,70,85,73,32,4,1,40,4,5,4,4,5,2,2,5,2,4,4,4,5,4,2,3,2,4,4,5,3,5,4,3,2,4,3,3,4,2,4,3,4,4,4,4,3,3,4,4,3,5,4,5,1,-3,-3,-3,2,2,-3,-2,-3,-3,-2,2,-3,-3,-3,-2,-2,1,1,-3,2,-2,1,-2,4,4,3,4,2,3,4,3,3,3,4,3,2,3,4,5,4,3,3,2,4,3,4,3,2,4,4,3,3,2,4,3,3,4,4,2,3,5,8,9,7,7,8,5,6,9,7,7,6,6,5,4,5,7,6,5,4,5,4,7,6,6
4,exp4.2,4265,1,1,19,5,2,1,1,1,2000,7,1,2,0,0,0,3,5,3,0.1,100,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,4,1,2,1,1,1,2,3,3,3,4,4,2,2,2,4,2,1,2,4,4,1,2,4,2,1,4,1,4,4,4,3,4,4,4,4,3,5,4,3,5,11,5,4,7,5,7,4,7,6,4,4,11,5,6,5,7,3,7,6,6,4,5,5,7,9,4,6,7,11,15,4,4,4,4,4,2,1,1,1,4,4,2,4,4,4,3,4,3,2,4,2,3,3,3,2,4,3,4,4,5,3,1,4,5,2,2,5,3,5,5,5,2,3,3,1,1,1,1,1,1,1,1,2,2,1,3,3,2,1,1,1,1,1,1,2,1,1,1,2,3,3,4,4,3,4,4,4,4,4,5,2,4,4,4,3,4,4,3,4,4,4,4,4,2,3,2,3,3,3,3,2,3,3,2,2,6,7,7,6,8,6,3,9,10,9,7,7,4,4,4,6,6,6,4,6,7,7,7,6,5
4,exp4.2,4267,1,2,18,5,1,2,2,2,3000,4,3,3,1,1,1,1,5,4,0.05,547,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,1,2,1,1,4,1,3,2,4,3,4,4,4,4,4,2,3,4,4,4,2,2,3,4,2,4,5,4,6,4,5,5,4,4,5,5,4,4,5,73,86,32,75,4,14,67,43,60,73,34,79,30,26,65,20,1,25,73,74,70,31,26,44,11,65,67,40,30,8,63,4,4,3,3,4,2,3,4,4,3,4,2,4,4,3,4,3,3,4,4,3,4,5,3,2,2,2,3,4,5,4,2,4,4,4,2,2,4,3,4,4,4,5,5,1,-3,-3,1,1,-3,1,-2,1,-3,-3,2,-3,3,-2,-3,-2,-3,1,-2,1,-2,1,-3,4,4,2,2,1,2,4,4,4,2,2,3,1,2,2,5,2,4,2,4,2,5,4,2,2,4,4,3,3,2,3,2,3,3,3,3,2,5,5,6,6,6,5,6,6,6,6,6,6,4,6,4,5,5,6,5,7,6,7,6,6,5
4,exp4.2,4268,1,2,18,5,5,2,4,4,10000,7,4,2,5,4,3,4,5,5,1.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,4,2,4,1,1,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,5,5,4,5,5,5,5,5,6,5,5,5,70,30,51,89,39,24,36,68,52,38,51,83,52,4,50,54,59,48,84,48,42,47,62,58,54,44,47,56,43,56,60,5,3,4,4,4,1,1,3,2,4,4,3,4,4,3,3,3,2,4,4,3,4,5,3,5,3,3,4,5,3,4,3,3,4,2,4,3,2,4,3,3,3,4,3,1,-3,-2,-2,-3,-3,1,-3,1,1,-2,-2,-3,1,-2,-2,-2,-3,1,-2,1,-3,2,-2,1,2,2,4,1,3,3,4,2,2,5,5,1,1,5,5,2,4,4,4,2,4,4,3,3,4,5,3,3,1,3,2,3,3,4,2,1,5,10,10,8,9,7,6,10,11,9,7,7,7,6,3,7,7,7,7,7,7,7,7,7,5
4,exp4.2,4269,1,2,19,5,3,2,3,1,NA,5,5,3,0,3,2,2,5,1,0.05,1,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,4,2,2,4,1,1,3,4,1,2,2,2,2,3,2,1,3,2,1,1,1,1,1,1,1,2,6,2,6,5,5,4,3,5,6,2,2,4,2,0,0,0,0,0,100,12,0,0,0,11,0,0,0,0,0,66,0,0,6,0,0,0,77,72,0,26,0,0,17,100,5,5,4,5,5,5,4,5,5,5,3,4,4,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,5,3,5,4,4,5,5,1,4,2,4,4,3,4,5,3,1,1,-3,-3,-2,2,2,1,3,3,-3,1,1,1,1,1,2,-2,-3,-2,1,1,3,1,4,4,3,1,4,1,4,2,5,3,4,4,4,2,4,3,5,5,2,4,2,1,4,4,1,4,2,4,4,3,4,1,4,4,3,3,3,4,7,6,5,5,6,5,5,6,7,7,7,4,5,6,7,7,6,4,7,7,7,6,7,7
4,exp5.2,5201,1,2,18,5,5,4,4,3,3000,4,3,2,3,3,2,2,5,5,0.1,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,3,3,2,3,4,2,4,1,3,2,2,2,3,2,3,3,2,4,3,3,4,2,1,4,2,3,6,5,5,5,4,5,5,5,4,5,6,5,4,70,80,65,70,40,5,80,20,50,70,25,80,65,25,50,20,40,65,70,70,50,25,20,50,40,80,80,25,65,40,20,5,5,4,5,5,1,1,1,1,4,5,3,4,4,2,4,1,3,3,2,2,3,2,3,4,5,3,3,5,3,3,4,4,5,2,1,5,4,4,5,5,1,2,2,2,-3,-3,1,2,-2,-3,-3,2,2,-2,-3,-3,1,-3,-3,-3,1,1,-3,2,-3,1,-3,4,4,2,3,2,3,3,2,3,3,3,4,2,4,3,2,5,4,2,4,3,3,4,3,2,5,3,4,4,1,4,2,4,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5202,1,2,18,5,4,4,4,3,6000,5,2,4,3,4,4,4,5,5,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,4,2,4,2,2,4,1,3,4,4,2,3,3,4,2,2,3,2,3,3,3,2,1,3,3,2,4,5,5,5,5,5,4,5,4,5,4,5,4,3,71,66,27,75,3,7,60,16,64,76,28,67,26,26,62,31,6,26,77,73,63,21,13,67,7,74,71,26,33,6,17,4,4,4,5,4,3,1,2,2,3,3,3,4,3,4,5,5,2,3,4,4,4,5,2,2,4,4,4,4,4,4,3,4,4,4,2,4,2,3,4,3,4,5,2,1,-3,-2,-1,-3,1,-2,-3,2,2,-3,-2,1,-3,-3,2,-3,-2,2,1,2,1,1,-2,3,2,2,2,1,3,2,4,2,1,4,4,2,4,4,3,2,2,4,4,2,4,4,4,2,4,2,3,3,3,3,3,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5203,1,2,21,5,5,4,4,3,7000,5,2,3,2,2,3,4,4,5,0.05,5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,2,4,4,1,4,1,3,3,4,4,4,3,3,2,2,2,4,1,2,2,1,1,3,2,1,2,2,5,5,5,5,5,5,4,5,4,5,5,5,27,71,52,67,50,27,72,36,46,76,31,69,54,36,40,47,21,47,77,74,40,33,55,41,36,65,73,30,36,28,60,4,4,4,4,4,1,1,4,3,3,4,2,4,3,3,4,4,4,3,3,4,4,4,3,3,3,3,4,4,4,4,3,3,4,4,3,3,3,3,3,3,4,4,4,-3,-3,-3,-2,-2,-2,-2,1,1,1,-3,-3,-3,-3,-3,-3,-2,-3,1,-2,1,-3,1,1,3,4,4,3,4,3,4,4,2,2,3,3,2,3,3,4,3,3,2,3,3,4,3,3,2,3,3,4,4,2,4,3,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5204,1,2,21,6,4,4,5,3,2500,6,1,2,3,3,1,1,5,3,0.05,2000,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,4,1,3,1,1,3,1,3,4,4,4,4,4,3,2,3,1,1,4,4,4,4,2,2,4,2,4,4,5,5,5,5,5,5,5,5,6,5,5,5,1,90,2,90,2,0,90,50,2,95,2,90,2,2,2,10,2,2,90,2,2,2,10,2,2,90,90,2,2,2,10,5,4,4,4,4,2,1,1,1,4,4,4,4,4,2,2,1,1,2,3,2,4,3,4,4,4,4,3,3,4,4,3,4,4,4,2,4,4,4,4,5,2,3,3,1,-3,-2,-3,1,-2,-3,-3,2,1,-2,-2,-2,-2,-3,-3,-2,1,2,-3,2,-3,2,-3,2,4,4,3,2,2,5,3,2,1,4,4,1,4,4,4,1,5,3,2,4,4,4,4,2,4,4,3,4,1,3,2,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5205,1,1,21,5,3,1,1,1,1000,2,2,3,1,3,4,3,5,4,0.5,5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,2,4,1,1,2,2,2,2,4,3,4,4,4,3,2,2,3,3,3,3,3,2,3,3,3,3,4,4,6,5,6,5,5,5,2,6,4,4,6,33,30,8,28,4,12,23,12,25,29,27,28,12,13,75,21,25,27,19,21,18,15,68,74,15,31,32,26,0,4,22,5,4,4,4,4,4,2,3,2,4,4,3,4,3,4,4,3,4,4,4,5,5,5,2,3,3,2,3,4,3,4,2,2,3,4,3,3,2,3,4,4,5,4,3,3,-3,1,-2,-3,2,3,-2,2,-3,-3,-2,2,1,-2,-2,-1,-2,-3,1,3,-3,1,-2,3,4,2,2,1,2,4,4,2,3,2,3,3,3,3,4,4,5,2,3,4,5,4,4,2,3,3,3,3,2,3,3,3,4,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp5.2,5206,1,1,20,5,1,2,1,1,3500,3,4,4,1,1,1,3,5,4,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,2,2,3,2,1,3,1,3,4,3,3,4,3,4,3,1,1,2,3,3,4,3,2,3,4,2,2,5,5,5,5,6,6,5,5,5,5,4,5,4,19,81,18,51,12,5,89,23,49,50,8,83,25,9,30,25,7,35,48,50,25,10,21,50,12,85,86,14,20,15,24,4,4,3,4,3,3,2,2,3,4,4,3,4,4,2,3,2,2,2,4,2,4,3,4,4,4,4,4,4,4,4,3,4,4,2,2,4,4,4,4,4,2,4,4,1,-3,1,-3,1,-3,-3,1,1,1,1,1,1,-3,1,1,1,-3,1,1,1,-3,1,-3,1,4,3,4,1,2,4,4,2,2,4,4,2,2,3,3,4,4,2,4,3,4,4,4,3,4,3,4,4,2,4,2,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
